OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 0004414,Online,WARE-NMK1003,8/23/2019,10/26/2019,11/22/2019,11/24/2019,USD,Anthony Torres,Qualitest ,Cedar Rapids,West,Iowa,IA,Computers,7,"0,05","958,1","450,307"
SO - 0004415,In-Store,WARE-XYS1001,8/23/2019,10/26/2019,11/17/2019,11/22/2019,USD,Joshua Little,Pacific Ltd,Elk Grove,South,California,CA,Accessories,7,"0,075","1078,7","819,812"
SO - 0004416,Distributor,WARE-MKL1006,8/23/2019,10/26/2019,11/23/2019,12/3/2019,USD,Samuel Fowler,"Elorac, Corp",Seattle,Midwest,Washington,WA,Sculptures,8,"0,05","187,6","103,18"
SO - 0004417,Distributor,WARE-XYS1001,5/15/2019,10/26/2019,11/14/2019,11/21/2019,USD,Douglas Tucker,New Ltd,Irvine,Midwest,California,CA,Table Linens,7,"0,4","3772,1","2112,376"
SO - 0004418,In-Store,WARE-XYS1001,8/23/2019,10/26/2019,11/17/2019,11/18/2019,USD,Adam Hernandez,Medsep Group,Ontario,Northeast,California,CA,Home Fragrances,5,"0,05","743,7","468,531"
SO - 0004419,In-Store,WARE-MKL1006,8/23/2019,10/26/2019,11/19/2019,11/25/2019,USD,Jerry Green,"Fenwal, Corp",San Antonio,West,Texas,TX,Bakeware,2,"0,05","3979,8","3104,244"
SO - 0004420,Distributor,WARE-NMK1003,5/15/2019,10/27/2019,11/10/2019,11/18/2019,USD,Roy Rice,Winthrop ,Lisle (Township),Midwest,Illinois,IL,Cocktail Glasses,7,"0,3","3966,4","1824,544"
SO - 0004421,Wholesale,WARE-XYS1001,8/23/2019,10/27/2019,11/14/2019,11/18/2019,USD,Carlos Miller,Ole Group,Surprise,West,Arizona,AZ,Floor Lamps,6,"0,075","227,8","113,9"
SO - 0004422,In-Store,WARE-PUJ1005,5/15/2019,10/27/2019,11/1/2019,11/9/2019,USD,Keith Griffin,Medsep Group,Broken Arrow,Northeast,Oklahoma,OK,Sculptures,8,"0,3","5822,3","2736,481"
SO - 0004423,In-Store,WARE-NBV1002,8/23/2019,10/27/2019,11/10/2019,11/12/2019,USD,Joshua Ryan,WakeFern ,San Buenaventura (Ventura),Midwest,California,CA,Pendants,1,"0,2","1192,6","596,3"
SO - 0004424,In-Store,WARE-NMK1003,8/23/2019,10/27/2019,11/21/2019,11/29/2019,USD,Joshua Little,"Apotheca, Ltd",York,South,Illinois,IL,Cocktail Glasses,8,"0,05","1762,1","775,324"
SO - 0004425,In-Store,WARE-UHY1004,8/23/2019,10/27/2019,11/14/2019,11/21/2019,USD,Joshua Bennett,OUR Ltd,Wilmington,Northeast,North Carolina,NC,Pillows,5,"0,05","904,5","470,34"
SO - 0004426,In-Store,WARE-MKL1006,8/23/2019,10/27/2019,11/3/2019,11/13/2019,USD,Joshua Little,Amylin Group,West Valley City,South,Utah,UT,Pendants,1,"0,075","234,5","159,46"
SO - 0004427,Online,WARE-MKL1006,8/23/2019,10/28/2019,11/16/2019,11/26/2019,USD,Nicholas Cunningham,Pure Group,Round Rock,South,Texas,TX,Table Lamps,5,"0,05","2974,8","1665,888"
SO - 0004428,Online,WARE-PUJ1005,8/23/2019,10/28/2019,11/21/2019,11/26/2019,USD,Todd Roberts,Rochester Ltd,Gresham,West,Oregon,OR,Audio,4,"0,05","1051,9","694,254"
SO - 0004429,Distributor,WARE-NMK1003,8/23/2019,10/28/2019,11/18/2019,11/24/2019,USD,Anthony Torres,Nipro ,Warren,West,Indiana,IN,Mirrors,1,"0,05","837,5","569,5"
SO - 0004430,Online,WARE-NMK1003,8/23/2019,10/28/2019,11/13/2019,11/22/2019,USD,Anthony Torres,"Elorac, Corp",Highlands Ranch,West,Colorado,CO,Dining Furniture,6,"0,05","5071,9","3246,016"
SO - 0004431,Online,WARE-NMK1003,5/15/2019,10/28/2019,11/22/2019,11/24/2019,USD,Carl Nguyen,Burt's Corp,Macon,Midwest,Georgia,GA,Outdoor Furniture,2,"0,1","6445,4","5414,136"
SO - 0004432,In-Store,WARE-NMK1003,8/23/2019,10/28/2019,11/5/2019,11/6/2019,USD,Joshua Little,Mylan Corp,Miami,South,Florida,FL,Audio,1,"0,1","850,9","646,684"
SO - 0004433,Online,WARE-NBV1002,5/15/2019,10/28/2019,11/6/2019,11/16/2019,USD,Shawn Wallace,Trigen ,Santa Clarita,South,California,CA,Blankets,8,"0,075","690,1","552,08"
SO - 0004434,In-Store,WARE-NMK1003,5/15/2019,10/28/2019,11/21/2019,11/25/2019,USD,Shawn Cook,"Exact-Rx, Corp",Honolulu,Midwest,Hawaii,HI,Sculptures,4,"0,3","167,5","77,05"
SO - 0004435,In-Store,WARE-UHY1004,5/15/2019,10/28/2019,11/1/2019,11/11/2019,USD,Stephen Payne,Ei ,Newark,South,New Jersey,NJ,Bean Bags,6,"0,4","1098,8","571,376"
SO - 0004436,Online,WARE-PUJ1005,5/15/2019,10/28/2019,11/9/2019,11/15/2019,USD,Todd Roberts,"3LAB, Ltd",Cleveland,West,Ohio,OH,Dining Furniture,4,"0,05","2532,6","1950,102"
SO - 0004437,Online,WARE-NMK1003,8/23/2019,10/29/2019,11/17/2019,11/18/2019,USD,Nicholas Cunningham,AuroMedics Corp,Joliet,South,Illinois,IL,Clocks,4,"0,2","1085,4","586,116"
SO - 0004438,Online,WARE-NMK1003,8/23/2019,10/29/2019,11/1/2019,11/2/2019,USD,Paul Holmes,Prasco Group,Palatine (Township),Midwest,Illinois,IL,Bedroom Furniture,1,"0,075","951,4","704,036"
SO - 0004439,Online,WARE-NMK1003,5/15/2019,10/29/2019,11/7/2019,11/17/2019,USD,Shawn Wallace,Select ,Lyons (Township),South,Illinois,IL,Platters,5,"0,075","2586,2","1163,79"
SO - 0004440,Online,WARE-PUJ1005,5/15/2019,10/29/2019,11/1/2019,11/11/2019,USD,Frank Brown,"Elorac, Corp",Eugene,Northeast,Oregon,OR,Outdoor Furniture,8,"0,4","1708,5","1161,78"
SO - 0004441,In-Store,WARE-UHY1004,8/23/2019,10/30/2019,11/18/2019,11/24/2019,USD,Keith Griffin,ETUDE Ltd,Columbia,Northeast,Maryland,MD,Candles,3,"0,15","1078,7","506,989"
SO - 0004442,In-Store,WARE-UHY1004,8/23/2019,10/30/2019,11/25/2019,11/28/2019,USD,Shawn Cook,Sundial ,Las Cruces,Midwest,New Mexico,NM,Pendants,5,"0,05","1132,3","758,641"
SO - 0004443,Distributor,WARE-XYS1001,5/15/2019,10/30/2019,11/24/2019,11/25/2019,USD,Roy Rice,Winthrop ,Huntington Beach,Midwest,California,CA,Candles,7,"0,15","1983,2","1269,248"
SO - 0004444,Online,WARE-XYS1001,5/15/2019,10/30/2019,11/14/2019,11/18/2019,USD,Nicholas Cunningham,Linde ,Peoria,South,Arizona,AZ,Dinnerware,6,"0,075","1051,9","746,849"
SO - 0004445,Wholesale,WARE-NMK1003,8/23/2019,10/30/2019,11/17/2019,11/18/2019,USD,Donald Reynolds,"PEDIFIX, Corp",Gainesville,South,Florida,FL,Photo Frames,4,"0,15","3979,8","2268,486"
SO - 0004446,Online,WARE-NMK1003,5/15/2019,10/30/2019,11/8/2019,11/9/2019,USD,Anthony Torres,U.S. Ltd,Greeley,West,Colorado,CO,Floral,6,"0,05","1708,5","683,4"
SO - 0004447,Online,WARE-XYS1001,8/23/2019,10/30/2019,11/16/2019,11/19/2019,USD,Frank Brown,Ole Group,Huntington Beach,Northeast,California,CA,Wine Storage,7,"0,1",1005,"623,1"
SO - 0004448,Online,WARE-XYS1001,5/15/2019,10/30/2019,11/17/2019,11/23/2019,USD,Carl Nguyen,Winthrop ,Montgomery,Midwest,Alabama,AL,Stemware,8,"0,075","3845,8","2615,144"
SO - 0004449,Distributor,WARE-UHY1004,8/23/2019,10/31/2019,11/26/2019,12/3/2019,USD,Joe Price,Rochester Ltd,Woodbridge (Township),Northeast,New Jersey,NJ,Clocks,3,"0,075","1125,6","664,104"
SO - 0004450,Distributor,WARE-UHY1004,8/23/2019,10/31/2019,11/11/2019,11/21/2019,USD,Patrick Graham,O.E. Ltd,Shreveport,South,Louisiana,LA,Pendants,4,"0,2","1025,1","666,315"
SO - 0004451,Wholesale,WARE-NMK1003,8/23/2019,10/31/2019,11/10/2019,11/17/2019,USD,Carlos Miller,21st Ltd,Springfield,West,Illinois,IL,Blankets,1,"0,3","6559,3","5444,219"
SO - 0004452,Online,WARE-NMK1003,5/15/2019,10/31/2019,11/13/2019,11/22/2019,USD,Shawn Wallace,Capweld ,Hanover,South,Illinois,IL,Candles,2,"0,075","2318,2","1043,19"
SO - 0004453,In-Store,WARE-XYS1001,8/23/2019,10/31/2019,11/25/2019,11/27/2019,USD,George Lewis,Niconovum Corp,Fullerton,West,California,CA,Photo Frames,1,"0,075","1058,6","656,332"
SO - 0004454,Online,WARE-NMK1003,5/15/2019,11/1/2019,11/10/2019,11/15/2019,USD,Todd Roberts,21st Ltd,Capital,West,Illinois,IL,Cocktail Glasses,4,"0,3","1762,1","1356,817"
SO - 0004455,In-Store,WARE-UHY1004,8/23/2019,11/1/2019,11/15/2019,11/20/2019,USD,Joshua Little,Select ,Las Vegas,South,Nevada,NV,Accessories,4,"0,05","1051,9","452,317"
SO - 0004456,In-Store,WARE-UHY1004,8/23/2019,11/1/2019,11/26/2019,12/1/2019,USD,Shawn Cook,Llorens Ltd,Woodbridge (Township),Midwest,New Jersey,NJ,Ornaments,4,"0,15","2572,8","1312,128"
SO - 0004457,In-Store,WARE-XYS1001,5/15/2019,11/1/2019,11/19/2019,11/22/2019,USD,Stephen Payne,Pure Group,Antioch,South,California,CA,Pillows,7,"0,075","1835,8","1413,566"
SO - 0004458,Online,WARE-PUJ1005,8/23/2019,11/1/2019,11/25/2019,11/30/2019,USD,Shawn Wallace,Rochester Ltd,Garland,South,Texas,TX,Bathroom Furniture,8,"0,1","1078,7","453,054"
SO - 0004459,Online,WARE-PUJ1005,8/23/2019,11/1/2019,11/27/2019,12/7/2019,USD,Roger Alexander,Victory Ltd,Queens,Midwest,New York,NY,Table Lamps,2,"0,075","3919,5","3018,015"
SO - 0004460,In-Store,WARE-NMK1003,8/23/2019,11/1/2019,11/16/2019,11/25/2019,USD,Joshua Bennett,Linde ,Metairie,Northeast,Louisiana,LA,Accessories,1,"0,075","5688,3","4152,459"
SO - 0004461,Online,WARE-UHY1004,8/23/2019,11/1/2019,11/20/2019,11/29/2019,USD,Nicholas Cunningham,ETUDE Ltd,Ann Arbor,South,Michigan,MI,Bakeware,7,"0,15","2438,8","1414,504"
SO - 0004462,In-Store,WARE-MKL1006,8/23/2019,11/1/2019,11/5/2019,11/15/2019,USD,Jonathan Hawkins,"PEDIFIX, Corp",Green Bay,West,Wisconsin,WI,Sculptures,2,"0,1","837,5","502,5"
SO - 0004463,Distributor,WARE-NMK1003,5/15/2019,11/1/2019,11/13/2019,11/21/2019,USD,Patrick Graham,Pacific Ltd,Peoria,South,Illinois,IL,Dinnerware,7,"0,05","6438,7","4378,316"
SO - 0004464,Wholesale,WARE-NMK1003,8/23/2019,11/2/2019,11/27/2019,11/28/2019,USD,Carlos Miller,Rochester Ltd,Tallahassee,West,Florida,FL,Floral,8,"0,05","1795,6","1400,568"
SO - 0004465,Wholesale,WARE-NMK1003,8/23/2019,11/2/2019,11/7/2019,11/10/2019,USD,Shawn Torres,"Apotheca, Ltd",Macon,Northeast,Georgia,GA,Serveware,4,"0,15","1038,5","799,645"
SO - 0004466,Online,WARE-XYS1001,8/23/2019,11/2/2019,11/29/2019,12/9/2019,USD,Anthony Torres,21st Ltd,Antioch,West,California,CA,Bedroom Furniture,4,"0,4","174,2","85,358"
SO - 0004467,In-Store,WARE-XYS1001,5/15/2019,11/2/2019,11/22/2019,11/30/2019,USD,Jonathan Hawkins,Trigen ,Los Angeles,West,California,CA,Bedroom Furniture,8,"0,075","5185,8","3111,48"
SO - 0004468,Wholesale,WARE-XYS1001,5/15/2019,11/2/2019,11/25/2019,12/4/2019,USD,Shawn Torres,Apollo Ltd,Oceanside,Northeast,California,CA,Phones,8,"0,1","1045,2","512,148"
SO - 0004469,Distributor,WARE-MKL1006,8/23/2019,11/2/2019,11/29/2019,12/3/2019,USD,Roy Rice,"Fenwal, Corp",Hampton,Midwest,Virginia,VA,Dining Furniture,2,"0,075","3872,6","2284,834"
SO - 0004470,Distributor,WARE-PUJ1005,8/23/2019,11/2/2019,11/25/2019,11/27/2019,USD,Joe Price,Sundial ,Grand Prairie,Northeast,Texas,TX,Outdoor Decor,6,"0,075","1922,9","1115,282"
SO - 0004471,In-Store,WARE-NMK1003,5/15/2019,11/2/2019,11/10/2019,11/16/2019,USD,Joshua Bennett,Victory Ltd,Centennial,Northeast,Colorado,CO,Accessories,7,"0,05","2237,8","939,876"
SO - 0004472,Online,WARE-XYS1001,8/23/2019,11/2/2019,11/22/2019,11/28/2019,USD,Anthony Berry,AuroMedics Corp,Palmdale,West,California,CA,Floral,6,"0,075","1038,5","477,71"
SO - 0004473,Wholesale,WARE-XYS1001,8/23/2019,11/3/2019,11/5/2019,11/9/2019,USD,Donald Reynolds,Procter Corp,Surprise,South,Arizona,AZ,Floral,4,"0,05","234,5","171,185"
SO - 0004474,In-Store,WARE-UHY1004,8/23/2019,11/3/2019,11/9/2019,11/14/2019,USD,Carl Nguyen,OHTA'S Corp,Lowell,Midwest,Massachusetts,MA,Serveware,8,"0,15","1125,6","742,896"
SO - 0004475,In-Store,WARE-UHY1004,8/23/2019,11/3/2019,11/24/2019,11/28/2019,USD,Jerry Green,Weimei Corp,Albuquerque,West,New Mexico,NM,Clocks,5,"0,3","1105,5","696,465"
SO - 0004476,Distributor,WARE-UHY1004,8/23/2019,11/3/2019,11/16/2019,11/23/2019,USD,Douglas Tucker,U.S. Ltd,Las Vegas,Midwest,Nevada,NV,Wall Coverings,2,"0,05","2425,4","2013,082"
SO - 0004477,Online,WARE-NMK1003,8/23/2019,11/4/2019,12/1/2019,12/11/2019,USD,Anthony Torres,Sundial ,Hialeah,West,Florida,FL,Dinnerware,4,"0,1","2338,3","1987,555"
SO - 0004478,Online,WARE-NMK1003,8/23/2019,11/4/2019,11/23/2019,12/3/2019,USD,Anthony Berry,Avon Corp,Stamford (Town),West,Connecticut,CT,Basketball,6,"0,2","750,4","637,84"
SO - 0004479,Online,WARE-PUJ1005,5/15/2019,11/4/2019,11/25/2019,11/29/2019,USD,Todd Roberts,AuroMedics Corp,Lubbock,West,Texas,TX,Clocks,7,"0,15","3765,4","3162,936"
SO - 0004480,In-Store,WARE-XYS1001,8/23/2019,11/4/2019,11/11/2019,11/21/2019,USD,Joshua Little,21st Ltd,Antioch,South,California,CA,Audio,8,"0,05","3946,3","2920,262"
SO - 0004481,In-Store,WARE-NMK1003,5/15/2019,11/4/2019,11/29/2019,12/1/2019,USD,Joshua Bennett,Rochester Ltd,Peoria,Northeast,Illinois,IL,Dinnerware,7,"0,2",871,"409,37"
SO - 0004482,Online,WARE-NMK1003,8/23/2019,11/4/2019,11/16/2019,11/19/2019,USD,Anthony Torres,Sundial ,South Bend,West,Indiana,IN,Furniture Cushions,7,"0,1","743,7","572,649"
SO - 0004483,In-Store,WARE-UHY1004,8/23/2019,11/4/2019,11/29/2019,12/5/2019,USD,Joshua Ryan,Wuxi Group,Wilmington,Midwest,North Carolina,NC,Baseball,3,"0,1","1936,3","1374,773"
SO - 0004484,In-Store,WARE-PUJ1005,8/23/2019,11/4/2019,11/24/2019,11/25/2019,USD,Joshua Little,Winthrop ,Austin,South,Texas,TX,Table Lamps,6,"0,075","2572,8","1517,952"
SO - 0004485,Distributor,WARE-NBV1002,8/23/2019,11/4/2019,11/15/2019,11/25/2019,USD,Joe Price,New Ltd,Roseville,Northeast,California,CA,Cocktail Glasses,2,"0,15","850,9","357,378"
SO - 0004486,Online,WARE-NMK1003,8/23/2019,11/4/2019,11/18/2019,11/28/2019,USD,Todd Roberts,Nipro ,Waterbury (Town),West,Connecticut,CT,Pillows,3,"0,05","2519,2","1889,4"
SO - 0004487,Wholesale,WARE-PUJ1005,8/23/2019,11/4/2019,11/12/2019,11/16/2019,USD,Shawn Torres,AuroMedics Corp,Manhattan,Northeast,New York,NY,Festive,4,"0,05","1045,2","522,6"
SO - 0004488,Wholesale,WARE-NMK1003,5/15/2019,11/5/2019,11/15/2019,11/21/2019,USD,Shawn Torres,Victory Ltd,Center,Northeast,Indiana,IN,Platters,1,"0,05","5674,9","4142,677"
SO - 0004489,Wholesale,WARE-PUJ1005,8/23/2019,11/5/2019,12/3/2019,12/12/2019,USD,Shawn Torres,Ole Group,Eugene,Northeast,Oregon,OR,Candleholders,8,"0,05","2405,3","1635,604"
SO - 0004490,Online,WARE-XYS1001,8/23/2019,11/5/2019,11/19/2019,11/28/2019,USD,Nicholas Cunningham,Eminence Corp,Anaheim,South,California,CA,Bedroom Furniture,4,"0,05","3095,4","2631,09"
SO - 0004491,In-Store,WARE-XYS1001,8/23/2019,11/5/2019,12/1/2019,12/10/2019,USD,Shawn Cook,"Elorac, Corp",Downey,Midwest,California,CA,Audio,8,"0,05","1065,3","458,079"
SO - 0004492,Online,WARE-MKL1006,5/15/2019,11/5/2019,11/18/2019,11/20/2019,USD,Frank Brown,Sundial ,Vancouver,Northeast,Washington,WA,Floral,5,"0,075","2907,8","2239,006"
SO - 0004493,Distributor,WARE-PUJ1005,5/15/2019,11/5/2019,11/17/2019,11/22/2019,USD,Patrick Graham,"3LAB, Ltd",Garland,South,Texas,TX,Serveware,3,"0,075","1045,2","742,092"
SO - 0004494,Online,WARE-NMK1003,8/23/2019,11/5/2019,11/13/2019,11/14/2019,USD,Anthony Berry,Ole Group,Westminster,West,Colorado,CO,Floral,8,"0,05","2619,7","1100,274"
SO - 0004495,Distributor,WARE-XYS1001,8/23/2019,11/6/2019,11/18/2019,11/28/2019,USD,Roy Rice,Qualitest ,Hayward,Midwest,California,CA,Photo Frames,2,"0,1","1299,8","714,89"
SO - 0004496,In-Store,WARE-MKL1006,5/15/2019,11/6/2019,11/20/2019,11/21/2019,USD,Joshua Bennett,21st Ltd,Richardson,Northeast,Texas,TX,Bean Bags,2,"0,05","254,6","208,772"
SO - 0004497,Distributor,WARE-NMK1003,8/23/2019,11/6/2019,11/29/2019,12/5/2019,USD,Samuel Fowler,Capweld ,Denver,Midwest,Colorado,CO,Blankets,2,"0,05","884,4","689,832"
SO - 0004498,In-Store,WARE-PUJ1005,8/23/2019,11/6/2019,11/11/2019,11/19/2019,USD,Jerry Green,WakeFern ,Houston,West,Texas,TX,Rugs,3,"0,1",268,"144,72"
SO - 0004499,In-Store,WARE-NMK1003,5/15/2019,11/6/2019,12/2/2019,12/3/2019,USD,Chris Armstrong,"Fenwal, Corp",Bridgeport (Town),Northeast,Connecticut,CT,Pendants,3,"0,075","234,5","175,875"
SO - 0004500,In-Store,WARE-PUJ1005,5/15/2019,11/6/2019,11/9/2019,11/14/2019,USD,Keith Griffin,U.S. Ltd,Buffalo,Northeast,New York,NY,Audio,1,"0,05","1018,4","580,488"
SO - 0004501,Online,WARE-NBV1002,8/23/2019,11/6/2019,11/22/2019,11/30/2019,USD,Anthony Berry,WakeFern ,San Bernardino,West,California,CA,Wardrobes,8,"0,1","3329,9","2097,837"
SO - 0004502,Distributor,WARE-NMK1003,8/23/2019,11/6/2019,11/27/2019,11/28/2019,USD,Roy Rice,Ei ,Chicago,Midwest,Illinois,IL,Platters,5,"0,075","3986,5","2391,9"
SO - 0004503,Online,WARE-MKL1006,8/23/2019,11/7/2019,11/11/2019,11/17/2019,USD,Anthony Torres,Nipro ,The Woodlands,West,Texas,TX,Photo Frames,7,"0,05","2519,2","1058,064"
SO - 0004504,In-Store,WARE-NBV1002,8/23/2019,11/7/2019,11/19/2019,11/20/2019,USD,Chris Armstrong,Medline ,San Buenaventura (Ventura),Northeast,California,CA,Mirrors,3,"0,1","5768,7","4095,777"
SO - 0004505,In-Store,WARE-PUJ1005,8/23/2019,11/7/2019,11/24/2019,11/30/2019,USD,Chris Armstrong,Bare ,Tulsa,Northeast,Oklahoma,OK,Floral,2,"0,05","3865,9","2319,54"
SO - 0004506,Distributor,WARE-PUJ1005,8/23/2019,11/7/2019,11/30/2019,12/2/2019,USD,Douglas Tucker,Avon Corp,Abilene,Midwest,Texas,TX,Accessories,8,"0,1","3872,6","2207,382"
SO - 0004507,Distributor,WARE-NMK1003,5/15/2019,11/7/2019,11/28/2019,12/6/2019,USD,Roy Rice,Victory Ltd,Lakeland,Midwest,Florida,FL,Bar Tools,6,"0,1","3852,5","2041,825"
SO - 0004508,Distributor,WARE-NMK1003,8/23/2019,11/7/2019,12/1/2019,12/2/2019,USD,Samuel Fowler,Trigen ,Hartford,Midwest,Connecticut,CT,Photo Frames,4,"0,075","6545,9","2749,278"
SO - 0004509,Online,WARE-PUJ1005,8/23/2019,11/7/2019,11/23/2019,12/3/2019,USD,Todd Roberts,Victory Ltd,Columbus,West,Ohio,OH,Table Linens,2,"0,05","3510,8","1790,508"
SO - 0004510,Online,WARE-NMK1003,8/23/2019,11/7/2019,11/29/2019,12/6/2019,USD,Anthony Torres,O.E. Ltd,Bridgeport,West,Connecticut,CT,Dinnerware,1,"0,3","2512,5","1331,625"
SO - 0004511,Distributor,WARE-XYS1001,5/15/2019,11/8/2019,11/26/2019,11/27/2019,USD,Joe Price,Amylin Group,Downey,Northeast,California,CA,Festive,8,"0,05","1239,5","942,02"
SO - 0004512,In-Store,WARE-XYS1001,8/23/2019,11/8/2019,11/29/2019,12/3/2019,USD,George Lewis,Medline ,Inglewood,West,California,CA,Stemware,6,"0,15",2010,"944,7"
SO - 0004513,In-Store,WARE-NMK1003,8/23/2019,11/8/2019,11/11/2019,11/15/2019,USD,Jerry Green,Rochester Ltd,Sandy Springs,West,Georgia,GA,Table Linens,5,"0,05",201,"114,57"
SO - 0004514,In-Store,WARE-NMK1003,8/23/2019,11/8/2019,11/29/2019,12/9/2019,USD,Jonathan Hawkins,Mylan Corp,Stamford (Town),West,Connecticut,CT,Wardrobes,7,"0,1","2539,3","2082,226"
SO - 0004515,In-Store,WARE-UHY1004,8/23/2019,11/8/2019,12/2/2019,12/9/2019,USD,Joshua Ryan,Pacific Ltd,Baltimore,Midwest,Maryland,MD,Dining Furniture,4,"0,05",201,"88,44"
SO - 0004516,In-Store,WARE-NBV1002,8/23/2019,11/8/2019,11/20/2019,11/21/2019,USD,Jonathan Hawkins,WakeFern ,San Mateo,West,California,CA,Phones,4,"0,05","3926,2","3219,484"
SO - 0004517,In-Store,WARE-UHY1004,8/23/2019,11/9/2019,12/3/2019,12/5/2019,USD,Adam Hernandez,Mylan Corp,Edison,Northeast,New Jersey,NJ,Floral,6,"0,05","2385,2","1168,748"
SO - 0004518,Online,WARE-NBV1002,8/23/2019,11/9/2019,11/11/2019,11/16/2019,USD,Todd Roberts,Pure Group,Santa Maria,West,California,CA,Vanities,1,"0,075","2793,9","1369,011"
SO - 0004519,Distributor,WARE-MKL1006,8/23/2019,11/9/2019,12/4/2019,12/9/2019,USD,Joe Price,Victory Ltd,Arlington,Northeast,Virginia,VA,Floral,2,"0,15","254,6","124,754"
SO - 0004520,In-Store,WARE-MKL1006,8/23/2019,11/9/2019,11/18/2019,11/20/2019,USD,Jerry Green,Trigen ,Spokane,West,Washington,WA,Bakeware,4,"0,075","3892,7","3230,941"
SO - 0004521,Online,WARE-PUJ1005,8/23/2019,11/10/2019,12/5/2019,12/13/2019,USD,Frank Brown,S.S.S. Group,Columbus,Northeast,Ohio,OH,Collectibles,3,"0,2","3872,6","2323,56"
SO - 0004522,In-Store,WARE-PUJ1005,5/15/2019,11/10/2019,11/28/2019,12/7/2019,USD,Carl Nguyen,Capweld ,Oyster Bay,Midwest,New York,NY,Serveware,5,"0,05","1051,9","452,317"
SO - 0004523,In-Store,WARE-XYS1001,5/15/2019,11/10/2019,11/25/2019,12/5/2019,USD,Keith Griffin,"Apotheca, Ltd",Fresno,Northeast,California,CA,Bean Bags,4,"0,075","227,8","104,788"
SO - 0004524,Distributor,WARE-UHY1004,5/15/2019,11/11/2019,11/30/2019,12/4/2019,USD,Douglas Tucker,Apollo Ltd,High Point,Midwest,North Carolina,NC,Platters,1,"0,05","3879,3","2793,096"
SO - 0004525,Distributor,WARE-PUJ1005,8/23/2019,11/11/2019,12/8/2019,12/18/2019,USD,Roy Rice,Linde ,Providence,Midwest,Rhode Island,RI,Cookware,3,"0,05","1105,5","818,07"
SO - 0004526,Distributor,WARE-MKL1006,8/23/2019,11/11/2019,11/13/2019,11/14/2019,USD,Anthony Torres,Prasco Group,Mesquite,West,Texas,TX,Clocks,2,"0,05","3993,2","2635,512"
SO - 0004527,In-Store,WARE-MKL1006,8/23/2019,11/11/2019,11/26/2019,12/2/2019,USD,Stephen Payne,Rochester Ltd,Vancouver,South,Washington,WA,Wreaths,3,"0,2","187,6","129,444"
SO - 0004528,Online,WARE-XYS1001,5/15/2019,11/11/2019,11/15/2019,11/21/2019,USD,Nicholas Cunningham,Burt's Corp,Glendale,South,Arizona,AZ,Table Linens,3,"0,05","6358,3","3942,146"
SO - 0004529,Wholesale,WARE-PUJ1005,5/15/2019,11/11/2019,11/21/2019,11/27/2019,USD,Carlos Miller,Qualitest ,Manhattan,West,New York,NY,Bar Tools,3,"0,15","4006,6","2844,686"
SO - 0004530,In-Store,WARE-NBV1002,8/23/2019,11/11/2019,11/17/2019,11/26/2019,USD,George Lewis,Winthrop ,Salinas,West,California,CA,Photo Frames,2,"0,4","4006,6","1762,904"
SO - 0004531,Online,WARE-NMK1003,8/23/2019,11/11/2019,11/15/2019,11/24/2019,USD,Anthony Torres,Prasco Group,Bridgeport (Town),West,Connecticut,CT,Phones,4,"0,1","3932,9","2084,437"
SO - 0004532,Wholesale,WARE-MKL1006,8/23/2019,11/11/2019,11/21/2019,11/28/2019,USD,Patrick Graham,21st Ltd,Vancouver,South,Washington,WA,Basketball,8,"0,05","6043,4","2961,266"
SO - 0004533,In-Store,WARE-NMK1003,8/23/2019,11/11/2019,11/14/2019,11/16/2019,USD,Shawn Cook,Uriel Group,Wayne,Midwest,Indiana,IN,Candleholders,6,"0,15","1112,2","856,394"
SO - 0004534,In-Store,WARE-PUJ1005,5/15/2019,11/12/2019,12/9/2019,12/16/2019,USD,Jerry Green,"PEDIFIX, Corp",Houston,West,Texas,TX,Cocktail Glasses,7,"0,05","1969,8","827,316"
SO - 0004535,Distributor,WARE-XYS1001,5/15/2019,11/12/2019,12/7/2019,12/17/2019,USD,Douglas Tucker,Procter Corp,Long Beach,Midwest,California,CA,Home Fragrances,7,"0,1","2606,3","1798,347"
SO - 0004536,In-Store,WARE-MKL1006,8/23/2019,11/12/2019,11/28/2019,12/2/2019,USD,Adam Hernandez,Weimei Corp,McKinney,Northeast,Texas,TX,Bakeware,4,"0,075",268,"187,6"
SO - 0004537,Online,WARE-PUJ1005,8/23/2019,11/12/2019,12/2/2019,12/7/2019,USD,Anthony Torres,Weimei Corp,Manhattan,West,New York,NY,Outdoor Furniture,7,"0,075","1902,8","818,204"
SO - 0004538,In-Store,WARE-PUJ1005,8/23/2019,11/12/2019,12/2/2019,12/3/2019,USD,Jonathan Hawkins,OUR Ltd,Dayton,West,Ohio,OH,Wine Storage,2,"0,15","2559,4","1791,58"
SO - 0004539,In-Store,WARE-NMK1003,8/23/2019,11/12/2019,11/19/2019,11/20/2019,USD,Jonathan Hawkins,Apollo Ltd,Denver,West,Colorado,CO,Candles,8,"0,1","3879,3","3103,44"
